,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,label
32617,WASP-2 b,WASP-2,1,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.152175,1.2e-05,-1.1e-05,0.0,0.031439999999999996,0.00088,-0.0008699999999999999,0.0,12.117,0.46,-0.44799999999999995,0.0,1.081,0.040999999999999995,-0.04,0.0,295.89973,19.0698,-18.43414,0.0,0.931,0.06,-0.058,0.0,Mass,NaN,NaN,NaN,NaN,492.0,80.0,-71.0,0.0,1311.0,52.0,-50.0,0.0,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,NaN,5180.0,190.0,-190.0,0.0,0.87,0.03,-0.03,0.0,0.9,0.08,-0.07,0.0,0.12,0.21,-0.19,0.0,[Fe/H],4.51,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m54.13s,307.72555869999997,+06d25m45.59s,6.4293305,153.242,1.64,-1.605,11.728,0.034,-0.034,9.632,0.024,-0.024,11.5638,0.001019,-0.001019,2019-09-23,2019-11,2019-09-26,2.0
32623,WASP-2 b,WASP-2,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,2.152226,NaN,NaN,0.0,0.03138,0.0013,-0.0015400000000000001,0.0,12.005,0.897,-0.93,0.0,1.071,0.08,-0.083,0.0,290.802,28.603,-29.557,0.0,0.915,0.09,-0.093,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1304.0,54.0,-54.0,0.0,0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,NaN,5200.0,200.0,-200.0,0.0,0.84,0.06,-0.07,0.0,0.89,0.12,-0.12,0.0,0.1,0.2,-0.2,0.0,[Fe/H],4.54,0.04,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m54.13s,307.72555869999997,+06d25m45.59s,6.4293305,153.242,1.64,-1.605,11.728,0.034,-0.034,9.632,0.024,-0.024,11.5638,0.001019,-0.001019,2019-09-23,2008-04,2014-10-29,2.0
32626,WASP-2 b,WASP-2,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,2.15222144,3.9e-07,-3.9e-07,0.0,0.03092,0.0006,-0.0006,0.0,11.915,0.314,-0.314,0.0,1.063,0.027999999999999997,-0.027999999999999997,0.0,279.6904,12.077539999999999,-12.077539999999999,0.0,0.88,0.038,-0.038,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1286.0,17.0,-17.0,0.0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,NaN,5170.0,60.0,-60.0,0.0,0.82,0.02,-0.02,0.0,0.85,0.05,-0.05,0.0,0.04,0.05,-0.05,0.0,[Fe/H],4.54,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m54.13s,307.72555869999997,+06d25m45.59s,6.4293305,153.242,1.64,-1.605,11.728,0.034,-0.034,9.632,0.024,-0.024,11.5638,0.001019,-0.001019,2019-09-23,2012-10,2016-01-14,2.0
32631,WASP-20 b,WASP-20,1,2,1,Transit,2015,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,4.8996284,3.3e-06,-3.3e-06,0.0,0.06,0.0006900000000000001,-0.0006900000000000001,0.0,16.387999999999998,0.6609999999999999,-0.6609999999999999,0.0,1.462,0.059000000000000004,-0.059000000000000004,0.0,98.841,5.403,-5.403,0.0,0.311,0.017,-0.017,0.0,Mass,0.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1379.0,31.0,-31.0,0.0,0,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,F9,5940.0,100.0,-100.0,0.0,1.39,0.04,-0.04,0.0,1.2,0.04,-0.04,0.0,-0.008,0.06,-0.06,0.0,[Fe/H],4.23,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m38.53s,5.1605621,-23d56m08.84s,-23.935789399999997,211.877,NaN,NaN,10.675,0.007,-0.007,9.39,0.024,-0.024,10.6503,0.000727,-0.000727,2015-03-05,2015-03,2015-03-05,2.0
32639,WASP-21 b,WASP-21,0,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,4.322506,3.1e-06,-3.1e-06,0.0,0.0516,0.0023,-0.0023,0.0,14.157,1.0090000000000001,-1.0090000000000001,0.0,1.263,0.09,-0.09,0.0,93.75985,9.5349,-9.5349,0.0,0.295,0.03,-0.03,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1340.0,32.0,-32.0,0.0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,NaN,5800.0,100.0,-100.0,0.0,1.19,0.09,-0.09,0.0,0.98,0.14,-0.14,0.0,-0.46,0.11,-0.11,0.0,[Fe/H],4.28,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h09m58.27s,347.49280239999996,+18d23m46.17s,18.3961597,258.426,2.907,-2.845,11.59,0.057,-0.057,9.982,0.017,-0.017,11.3987,0.000762,-0.000762,2016-01-12,2012-10,2016-01-14,2.0
32640,WASP-22 b,WASP-22,0,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,3.53273064,7e-07,-7e-07,0.0,0.0489,0.001,-0.0004,0.0,13.44,0.516,-0.303,0.0,1.199,0.046,-0.027000000000000003,0.0,196.10111,8.899239999999999,-5.720940000000001,0.0,0.617,0.028,-0.018,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1502.0,20.0,-20.0,0.0,0,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,NaN,6153.0,50.0,-50.0,0.0,1.25,0.03,-0.03,0.0,1.25,0.07,-0.03,0.0,0.26,0.05,-0.05,0.0,[Fe/H],4.34,0.03,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m16.33s,52.818037399999994,-23d49m11.25s,-23.8197924,317.652,5.638,-5.447,11.99,0.025,-0.025,10.318,0.02,-0.02,11.5821,0.000666,-0.000666,2018-04-25,2016-04,2016-02-25,2.0
32644,WASP-22 b,WASP-22,0,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=MAXTED_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010AJ....140.2007M/abstract target=ref> Maxted et al. 2010 </a>,3.53269,4e-05,-4e-05,0.0,0.0468,0.0004,-0.0004,0.0,12.554,0.44799999999999995,-0.44799999999999995,0.0,1.12,0.04,-0.04,0.0,177.9848,6.3566,-6.3566,0.0,0.56,0.02,-0.02,0.0,Mass,0.023,0.012,-0.012,0.0,NaN,NaN,NaN,NaN,1430.0,30.0,-30.0,0.0,0,<a refstr=MAXTED_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010AJ....140.2007M/abstract target=ref> Maxted et al. 2010 </a>,G1 V,6000.0,100.0,-100.0,0.0,1.13,0.03,-0.03,0.0,1.1,0.3,-0.3,0.0,-0.05,0.08,-0.08,0.0,[Fe/H],4.37,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m16.33s,52.818037399999994,-23d49m11.25s,-23.8197924,317.652,5.638,-5.447,11.99,0.025,-0.025,10.318,0.02,-0.02,11.5821,0.000666,-0.000666,2018-04-25,2010-12,2016-10-06,2.0
32653,WASP-24 b,WASP-24,0,3,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>,2.3412217,8e-07,-8e-07,0.0,0.03635,0.00079,-0.00079,0.0,14.605,0.527,-0.527,0.0,1.3030000000000002,0.047,-0.047,0.0,352.47347,17.16282,-17.16282,0.0,1.109,0.054,-0.054,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1772.0,29.0,-29.0,0.0,0,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>,NaN,6107.0,77.0,-77.0,0.0,1.32,0.04,-0.04,0.0,1.17,0.07,-0.07,0.0,-0.02,0.1,-0.1,0.0,[Fe/H],4.27,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h08m51.72s,227.2154975,+02d20m35.83s,2.343286,322.114,4.498,-4.378,11.219,0.017,-0.017,10.148,0.023,-0.023,11.3945,0.00043200000000000004,-0.00043200000000000004,2018-04-25,2014-10,2016-09-08,2.0
32665,WASP-25 b,WASP-25,0,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>,3.7648327,9e-07,-9e-07,0.0,0.04819,0.00058,-0.00058,0.0,13.978,0.359,-0.359,0.0,1.247,0.032,-0.032,0.0,190.06233999999998,13.984520000000002,-13.984520000000002,0.0,0.598,0.044,-0.044,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1210.0,14.0,-14.0,0.0,0,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>,NaN,5736.0,50.0,-50.0,0.0,0.92,0.02,-0.02,0.0,1.05,0.04,-0.04,0.0,0.06,0.05,-0.05,0.0,[Fe/H],4.53,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h01m26.34s,195.3597581,-27d31m20.02s,-27.522227299999997,211.416,1.468,-1.447,11.875,0.027,-0.027,10.174,0.021,-0.021,11.6885,0.000335,-0.000335,2018-04-25,2014-10,2016-09-08,2.0
32668,WASP-26 b,WASP-26,0,2,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=SMALLEY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...520A..56S/abstract target=ref>Smalley et al. 2010</a>,2.7566,1e-05,-1e-05,0.0,0.04,0.0003,-0.0003,0.0,14.796,0.897,-0.897,0.0,1.32,0.08,-0.08,0.0,324.18498,9.53485,-9.53485,0.0,1.02,0.03,-0.03,0.0,Mass,0.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1660.0,40.0,-40.0,0.0,0,<a refstr=SMALLEY_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...520A..56S/abstract target=ref>Smalley et al. 2010</a>,G0,5950.0,100.0,-100.0,0.0,1.34,0.06,-0.06,0.0,1.12,0.03,-0.03,0.0,-0.02,0.09,-0.09,0.0,[Fe/H],4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m24.73s,4.6030424000000005,-15d16m02.66s,-15.2674044,252.759,4.761,-4.591,11.297,0.012,-0.012,9.69,0.023,-0.023,10.9935,0.000439,-0.000439,2022-01-24,2010-09,2022-01-24,2.0
32673,WASP-26 b,WASP-26,0,2,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>,2.7565972,1.9e-06,-1.9e-06,0.0,0.03966,0.00056,-0.00056,0.0,13.63,0.527,-0.527,0.0,1.216,0.047,-0.047,0.0,324.1866,10.488389999999999,-10.488389999999999,0.0,1.02,0.033,-0.033,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1650.0,24.0,-24.0,0.0,0,<a refstr=SOUTHWORTH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444..776S/abstract target=ref>Southworth et al. 2014</a>,NaN,6015.0,55.0,-55.0,0.0,1.28,0.04,-0.04,0.0,1.09,0.05,-0.05,0.0,-0.02,0.09,-0.09,0.0,[Fe/H],4.26,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m24.73s,4.6030424000000005,-15d16m02.66s,-15.2674044,252.759,4.761,-4.591,11.297,0.012,-0.012,9.69,0.023,-0.023,10.9935,0.000439,-0.000439,2018-04-25,2014-10,2016-09-08,2.0
32680,WASP-28 b,WASP-28,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,3.40883,6e-06,-6e-06,0.0,0.04469,0.0007599999999999999,-0.0007599999999999999,0.0,13.597000000000001,0.47100000000000003,-0.47100000000000003,0.0,1.213,0.042,-0.042,0.0,288.26,13.666,-13.666,0.0,0.907,0.043,-0.043,0.0,Mass,0.0,NaN,NaN,0.0,NaN,NaN,NaN,NaN,1468.0,37.0,-37.0,0.0,0,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,F8,6150.0,140.0,-140.0,0.0,1.09,0.03,-0.03,0.0,1.02,0.05,-0.05,0.0,-0.29,0.1,-0.1,0.0,[Fe/H],4.37,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h34m27.90s,353.61626939999996,-01d34m47.95s,-1.5799849,348.494,5.654,-5.479,12.274,0.069,-0.069,10.732,0.024,-0.024,12.0286,0.000272,-0.000272,2015-03-05,2015-03,2015-03-05,2.0
32681,WASP-28 b,WASP-28,0,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=PETRUCCI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1389P/abstract target=ref>Petrucci et al. 2015</a>,3.40884,3e-06,-3e-06,0.0,0.0445,0.0004,-0.0004,0.0,15.177,1.861,-1.861,0.0,1.354,0.166,-0.166,0.0,285.717,11.124,-11.124,0.0,0.899,0.035,-0.035,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1473.0,30.0,-30.0,0.0,0,<a refstr=PETRUCCI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.446.1389P/abstract target=ref>Petrucci et al. 2015</a>,F8,6084.0,45.0,-45.0,0.0,1.12,0.05,-0.05,0.0,1.01,0.03,-0.03,0.0,-0.2,0.07,-0.07,0.0,[Fe/H],4.34,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h34m27.90s,353.61626939999996,-01d34m47.95s,-1.5799849,348.494,5.654,-5.479,12.274,0.069,-0.069,10.732,0.024,-0.024,12.0286,0.000272,-0.000272,2014-10-29,2015-01,2014-10-29,2.0
32690,WASP-3 b,WASP-3,0,3,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,1.846834,2e-06,-2e-06,0.0,0.0317,0.0005,-0.001,0.0,14.684000000000001,0.785,-1.569,0.0,1.31,0.07,-0.14,0.0,559.3808,25.4264,-44.4962,0.0,1.76,0.08,-0.14,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1960.0,33.0,-76.0,0.0,0,<a refstr=POLLACCO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385.1576P/abstract target=ref> Pollacco et al. 2008 </a>,NaN,6400.0,100.0,NaN,0.0,1.31,0.05,-0.12,0.0,1.24,0.06,-0.11,0.0,0.0,0.2,-0.2,0.0,[M/H],4.25,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m31.62s,278.63174110000006,+35d39m41.15s,35.6614312,231.161,1.648,-1.625,10.632,0.007,-0.007,9.361,0.015,-0.015,10.4525,0.000267,-0.000267,2018-04-25,2008-04,2016-12-08,2.0
32698,WASP-3 b,WASP-3,0,3,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,1.8468373,1.4e-06,-1.4e-06,0.0,0.03185,0.00088,-0.00088,0.0,15.872,0.5379999999999999,-0.5379999999999999,0.0,1.416,0.048,-0.048,0.0,645.1949,38.1396,-38.1396,0.0,2.03,0.12,-0.12,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2020.0,35.0,-35.0,0.0,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,NaN,6400.0,100.0,-100.0,0.0,1.37,0.04,-0.04,0.0,1.26,0.1,-0.1,0.0,0.0,0.2,-0.2,0.0,[Fe/H],4.27,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m31.62s,278.63174110000006,+35d39m41.15s,35.6614312,231.161,1.648,-1.625,10.632,0.007,-0.007,9.361,0.015,-0.015,10.4525,0.000267,-0.000267,2018-04-25,2011-11,2016-01-14,2.0
32700,WASP-3 b,WASP-3,0,3,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,1.846835,2e-06,-2e-06,0.0,0.031869999999999996,0.00088,-0.00088,0.0,16.298,0.93,-0.93,0.0,1.454,0.083,-0.083,0.0,654.7298,41.3179,-41.3179,0.0,2.06,0.13,-0.13,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2028.0,59.0,-59.0,0.0,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,NaN,6400.0,100.0,-100.0,0.0,1.38,0.09,-0.09,0.0,1.26,0.1,-0.1,0.0,0.0,0.2,-0.2,0.0,[Fe/H],4.26,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m31.62s,278.63174110000006,+35d39m41.15s,35.6614312,231.161,1.648,-1.625,10.632,0.007,-0.007,9.361,0.015,-0.015,10.4525,0.000267,-0.000267,2018-04-25,2010-11,2016-01-14,2.0
32701,WASP-31 b,WASP-31,0,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=SING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.529...59S/abstract target=ref>Sing et al. 2016</a>,3.4,NaN,NaN,0.0,NaN,NaN,NaN,NaN,17.374000000000002,NaN,NaN,0.0,1.55,NaN,NaN,0.0,152.5584,NaN,NaN,0.0,0.48,NaN,NaN,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1580.0,NaN,NaN,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,NaN,6217.0,83.08,-121.38,0.0,1.27,0.05,-0.06,0.0,1.2,0.22,-0.12,0.0,-0.08,0.1,-0.1,0.0,[M/H],4.31,0.07,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m45.33s,169.43886030000002,-19d03m17.20s,-19.0547781,383.829,6.437,-6.231,11.658,0.027,-0.027,10.65,0.027,-0.027,11.8163,0.000436,-0.000436,2016-01-12,2016-01,2016-01-14,2.0
32735,WASP-36 b,WASP-36,1,2,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,1.53736596,2.4e-07,-2.4e-07,0.0,0.02677,0.00028,-0.00028,0.0,14.874,0.235,-0.235,0.0,1.327,0.021,-0.021,0.0,750.39663,22.2481,-22.2481,0.0,2.361,0.07,-0.07,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1733.0,19.0,-19.0,0.0,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,NaN,5959.0,134.0,-134.0,0.0,0.98,0.01,-0.01,0.0,1.08,0.03,-0.03,0.0,-0.26,0.1,-0.1,0.0,[Fe/H],4.49,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m19.29s,131.5803897,-08d01m37.15s,-8.0269855,386.346,5.261,-5.123,12.836,0.103,-0.103,11.294,0.026,-0.026,12.6284,0.00020800000000000001,-0.00020800000000000001,2016-04-05,2016-06,2016-04-07,2.0
32758,WASP-39 b,WASP-39,0,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=SING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.529...59S/abstract target=ref>Sing et al. 2016</a>,4.06,NaN,NaN,0.0,NaN,NaN,NaN,NaN,14.235,NaN,NaN,0.0,1.27,NaN,NaN,0.0,88.9924,NaN,NaN,0.0,0.28,NaN,NaN,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1120.0,NaN,NaN,0.0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,NaN,5326.6,154.53,-123.41,0.0,1.01,0.07,-0.06,0.0,0.92,0.15,-0.08,0.0,-0.03,0.1,-0.1,0.0,[M/H],4.39,0.09,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444993999999998,213.982,1.76,-1.731,12.095,0.252,-0.252,10.202,0.023,-0.023,11.8867,0.000288,-0.000288,2016-01-12,2016-01,2016-01-14,2.0
32761,WASP-39 b,WASP-39,0,1,1,Transit,2011,SuperWASP,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,4.0552941,3.4e-06,-3.4e-06,0.0,0.04828,0.00082,-0.00082,0.0,14.335999999999999,0.44799999999999995,-0.44799999999999995,0.0,1.2790000000000001,0.04,-0.04,0.0,89.31023,10.17056,-10.17056,0.0,0.281,0.032,-0.032,0.0,Mass,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1166.0,14.0,-14.0,0.0,0,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,NaN,5485.0,50.0,-50.0,0.0,0.94,0.02,-0.02,0.0,0.91,0.05,-0.05,0.0,0.01,0.09,-0.09,0.0,[Fe/H],4.45,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h29m18.40s,217.3266477,-03d26m40.20s,-3.4444993999999998,213.982,1.76,-1.731,12.095,0.252,-0.252,10.202,0.023,-0.023,11.8867,0.000288,-0.000288,2019-11-27,2018-05,2019-12-05,2.0
